point,lon,lat,count,address,district
0101000020E610000003D9A4B78A613E4015F25ED56CED4D40,30.38102290892221,59.85488383422868,52,Будапештская улица,Георгиевский округ
0101000020E610000003D9A4B78A613E401672D71B6AEC4D40,30.38102290892221,59.84698818225677,15,улица Димитрова,Георгиевский округ
0101000020E610000003D9A4B78A613E401689BC128FEC4D40,30.38102290892221,59.84811624723277,7,улица Димитрова,Георгиевский округ
0101000020E610000003D9A4B78A613E401EA659BEB6ED4D40,30.38102290892221,59.85713939072978,122,проспект Славы,Георгиевский округ
0101000020E610000003D9A4B78A613E401FBF4913EFF54D40,30.38102290892221,59.92135850048929,51,набережная реки Монастырки,округ Лиговка-Ямская
0101000020E610000003D9A4B78A613E40219CBC4B8CEB4D40,30.38102290892221,59.840218989462535,60,Пловдивская улица,Георгиевский округ
0101000020E610000003D9A4B78A613E4028BF212BB3FC4D40,30.38102290892221,59.97421778819836,1,Полюстровский проспект,Финляндский округ
0101000020E610000003D9A4B78A613E402996E24603EF4D40,30.38102290892221,59.86728750289723,2,улица Турку,округ Купчино
0101000020E610000003D9A4B78A613E4030E11C588EFC4D40,30.38102290892221,59.97309399995937,294,Полюстровский проспект,Финляндский округ
0101000020E610000003D9A4B78A613E4033438EB75DF64D40,30.38102290892221,59.92473501631175,1774,Невский проспект,округ Лиговка-Ямская
0101000020E610000003D9A4B78A613E40388968F5C0F14D40,30.38102290892221,59.88870112995431,478,Софийская улица,округ Волковское
0101000020E610000003D9A4B78A613E403AAA977194EE4D40,30.38102290892221,59.86390514283672,24,улица Турку,округ Купчино
0101000020E610000003D9A4B78A613E4040AC83FD24FF4D40,30.38102290892221,59.9933163540777,61,проспект Непокорённых,округ Пискарёвка
0101000020E610000003D9A4B78A613E404822740997EF4D40,30.38102290892221,59.87179678125955,810,улица Белы Куна,округ Волковское
0101000020E610000003D9A4B78A613E404BF55C0A3FF94D40,30.38102290892221,59.94723634280179,211,Тверская улица,округ Смольнинское
0101000020E610000003D9A4B78A613E40504B47D375044E40,30.38102290892221,60.03484574299966,136,улица Демьяна Бедного,округ Прометей
0101000020E610000003D9A4B78A613E405A854F09B4EC4D40,30.38102290892221,59.84924427397591,351,улица Димитрова,Георгиевский округ
0101000020E610000003D9A4B78A613E405AFD70E0E5F14D40,30.38102290892221,59.88982778088639,348,улица Салова,округ Волковское
0101000020E610000003D9A4B78A613E406379569882F64D40,30.38102290892221,59.92586044523594,455,Невский проспект,округ Смольнинское
0101000020E610000003D9A4B78A613E406A1274D638F64D40,30.38102290892221,59.92360954921317,194,Тележная улица,округ Лиговка-Ямская
0101000020E610000003D9A4B78A613E40704FED7D3FEA4D40,30.38102290892221,59.83006261908929,267,улица Ярослава Гашека,Балканский округ
0101000020E610000003D9A4B78A613E4072F37A6CE3F04D40,30.38102290892221,59.88194042209115,16,улица Фучика,округ Волковское
0101000020E610000003D9A4B78A613E407916A554F5F84D40,30.38102290892221,59.94498689709594,52,Калужский переулок,округ Смольнинское
0101000020E610000003D9A4B78A613E407AB3D8B484F74D40,30.38102290892221,59.93373737889392,26,8-я Советская улица,округ Смольнинское
0101000020E610000003D9A4B78A613E4085057155DEEE4D40,30.38102290892221,59.86616008776313,39,улица Турку,округ Купчино
0101000020E610000003D9A4B78A613E4087F0623252F14D40,30.38102290892221,59.88532094794305,429,улица Салова,округ Волковское
0101000020E610000003D9A4B78A613E408F79686EE1024E40,30.38102290892221,60.022504616749856,21,улица Академика Константинова,округ Академическое
0101000020E610000003D9A4B78A613E4091618BDE42FB4D40,30.38102290892221,59.96297818952292,222,Кондратьевский проспект,Финляндский округ
0101000020E610000003D9A4B78A613E4097654065F8EA4D40,30.38102290892221,59.83570542950036,206,Дунайский проспект,Георгиевский округ
0101000020E610000003D9A4B78A613E40A554BF083DF84D40,30.38102290892221,59.93936261503522,86,Дегтярный переулок,округ Смольнинское
0101000020E610000003D9A4B78A613E40ABD94A1972EF4D40,30.38102290892221,59.87066951899336,186,Бухарестская улица,округ № 72
0101000020E610000003D9A4B78A613E40B18723A9BC024E40,30.38102290892221,60.02138246760239,111,улица Академика Константинова,округ Академическое
0101000020E610000003D9A4B78A613E40B2FEA92F1AF94D40,30.38102290892221,59.94611163902791,41,Калужский переулок,округ Смольнинское
0101000020E610000003D9A4B78A613E40B461AD63B9EE4D40,30.38102290892221,59.86503263440992,56,улица Турку,округ Купчино
0101000020E610000003D9A4B78A613E40CC6871B467FB4D40,30.38102290892221,59.96410232102935,948,Кондратьевский проспект,Финляндский округ
0101000020E610000003D9A4B78A613E40D4F7F058CCF64D40,30.38102290892221,59.92811118856449,13,Исполкомская улица,округ Смольнинское
0101000020E610000003D9A4B78A613E40D7AAC6CA49FF4D40,30.38102290892221,59.9944394559913,2,проспект Непокорённых,округ Пискарёвка
0101000020E610000003D9A4B78A613E40DDC94EE7B4FD4D40,30.38102290892221,59.982083238097154,301,проспект Маршала Блюхера,округ Пискарёвка
0101000020E610000003D9A4B78A613E40E4A1F770CEF74D40,30.38102290892221,59.935987587847,91,10-я Советская улица,округ Смольнинское
0101000020E610000003D9A4B78A613E40E894CF02E0014E40,30.38102290892221,60.01464877258133,14,улица Обручевых,округ Академическое
0101000020E610000003D9A4B78A613E40EA2DA41D73024E40,30.38102290892221,60.01913805500574,8,улица Академика Константинова,округ Академическое
0101000020E610000003D9A4B78A613E40F4174A8074034E40,30.38102290892221,60.02699283235407,651,улица Академика Байкова,округ Академическое
0101000020E610000003F3005676833E400262E887FEFD4D40,30.513524413329844,59.984330166309526,1,Рябовское шоссе,округ Ржевка
0101000020E610000003F3005676833E4009249E9F54F24D40,30.513524413329844,59.89320750447957,82,проспект Строителей,
0101000020E610000003F3005676833E400D42027446FD4D40,30.513524413329844,59.97871255979781,150,Ковалёвская улица,округ Ржевка
0101000020E610000003F3005676833E401AD725FD56F34D40,30.513524413329844,59.90109218928974,4,Английская улица,
0101000020E610000003F3005676833E4028BF212BB3FC4D40,30.513524413329844,59.97421778819836,1,Камышинская улица,округ Ржевка
0101000020E610000003F3005676833E402A30A27964EA4D40,30.513524413329844,59.83119125766129,30,Караваевская улица,
0101000020E610000003F3005676833E402D3C4E79D0F84D40,30.513524413329844,59.94386211700508,23,улица Заневский Пост,
0101000020E610000003F3005676833E40366827CB0AF24D40,30.513524413329844,59.890954393617385,6,«Кола»,
0101000020E610000003F3005676833E40372CC5A536F54D40,30.513524413329844,59.91573021056722,218,Каштановая аллея,
0101000020E610000003F3005676833E4041CA35D0FCFC4D40,30.513524413329844,59.97646525026767,1,Беломорская улица,округ Ржевка
0101000020E610000003F3005676833E4049CA8BB52FF24D40,30.513524413329844,59.89208096814816,50,,
0101000020E610000003F3005676833E404D7C7C7F0FF44D40,30.513524413329844,59.90672296121975,5,Европейский проспект,
0101000020E610000003F3005676833E404EFE0BA600EE4D40,30.513524413329844,59.85939479432693,2,,
0101000020E610000003F3005676833E405241B344E8F24D40,30.513524413329844,59.89771326782888,855,Столичная улица,
0101000020E610000003F3005676833E4053FFA7E47BF34D40,30.513524413329844,59.90221842005726,13,Английская улица,
0101000020E610000003F3005676833E4058AA511532F34D40,30.513524413329844,59.89996592032976,801,Европейский проспект,
0101000020E610000003F3005676833E406E4CE6811AEA4D40,30.513524413329844,59.82893394227072,7,Караваевская улица,
0101000020E610000003F3005676833E40704FED7D3FEA4D40,30.513524413329844,59.83006261908929,1396,Караваевская улица,
0101000020E610000003F3005676833E40749A73B54FF04D40,30.513524413329844,59.87743251938528,48,Приневская улица,
0101000020E610000003F3005676833E407B23D8CBA0F34D40,30.513524413329844,59.90334461263316,260,Европейский проспект,
0101000020E610000003F3005676833E407CC0CC729EF24D40,30.513524413329844,59.89546046254779,2,,
0101000020E610000003F3005676833E407F614299EAF34D40,30.513524413329844,59.90559688321354,114,Европейский проспект,
0101000020E610000003F3005676833E4081D63015A3F44D40,30.513524413329844,59.911226891371385,23,Ленинградская улица,
0101000020E610000003F3005676833E408D151BC211F54D40,30.513524413329844,59.91460443804235,410,Ленинградская улица,
0101000020E610000003F3005676833E4094782B2D0DF34D40,30.513524413329844,59.89883961317642,31,Столичная улица,
0101000020E610000003F3005676833E40A08C1570AEEA4D40,30.513524413329844,59.833448420068855,83,Шлиссельбургский проспект,
0101000020E610000003F3005676833E40A0DE2F7F6FEE4D40,30.513524413329844,59.86277761304268,8,Русановская улица,
0101000020E610000003F3005676833E40D4F7F058CCF64D40,30.513524413329844,59.92811118856449,31,41К-069,
0101000020E610000003F3005676833E40DAABFA4A59F44D40,30.513524413329844,59.90897500266847,2513,Европейский проспект,
0101000020E610000003F3005676833E40DDC94EE7B4FD4D40,30.513524413329844,59.982083238097154,2,КАД,округ Ржевка
0101000020E610000003F3005676833E40E6A76D456BFD4D40,30.513524413329844,59.97983615736284,24,Ковалёвская улица,округ Ржевка
0101000020E610000003F3005676833E40EC94646534F44D40,30.513524413329844,59.90784900103776,158,Пражская улица,
0101000020E610000003F3005676833E40ED86C4B7D9FD4D40,30.513524413329844,59.98320672126816,1,,округ Ржевка
0101000020E610000003F3005676833E40F2755E8979F24D40,30.513524413329844,59.894334002612496,191,проспект Строителей,
0101000020E610000003F3005676833E40F2A15A5F1DEB4D40,30.513524413329844,59.83683387685223,61,Рыбацкий проспект,
0101000020E610000003F3005676833E40F91CC68469FC4D40,30.513524413329844,59.971970173582974,1,Брянская улица,округ Ржевка
0101000020E61000000614FD60523D3E400086058A8CFB4D40,30.239538251673387,59.96522641439151,6055,Малоневская набережная,Петровский округ
0101000020E61000000614FD60523D3E400262E887FEFD4D40,30.239538251673387,59.984330166309526,2417,улица Савушкина,округ № 65
0101000020E61000000614FD60523D3E400D69F571D2F94D40,30.239538251673387,59.951734776334064,1,переулок Каховского,округ Остров Декабристов
0101000020E61000000614FD60523D3E40135A4BF9BBEF4D40,30.239538251673387,59.87292400531091,11,Корабельная улица,округ Автово
0101000020E61000000614FD60523D3E4015DC4D3BBB014E40,30.239538251673387,60.013526356713705,415,Долгоозёрная улица,округ Озеро Долгое
0101000020E61000000614FD60523D3E4015F25ED56CED4D40,30.239538251673387,59.85488383422868,1072,проспект Стачек,округ Красненькая речка
0101000020E61000000614FD60523D3E4021096A9925EE4D40,30.239538251673387,59.86052243878864,69,улица Маршала Казакова,округ Красненькая речка
0101000020E61000000614FD60523D3E40219CBC4B8CEB4D40,30.239538251673387,59.840218989462535,15,проспект Ветеранов,округ Дачное
0101000020E61000000614FD60523D3E40236E4BFC40FA4D40,30.239538251673387,59.9551082008659,33,Уральская улица,округ Остров Декабристов
0101000020E61000000614FD60523D3E402F043834D6FB4D40,30.239538251673387,59.96747448668645,151,Южная дорога,округ Чкаловское
0101000020E61000000614FD60523D3E4033438EB75DF64D40,30.239538251673387,59.92473501631175,2033,Кожевенная линия,округ Гавань
0101000020E61000000614FD60523D3E403DF3BDF394004E40,30.239538251673387,60.004545657872285,339,Богатырский проспект,округ № 65
0101000020E61000000614FD60523D3E4041CA35D0FCFC4D40,30.239538251673387,59.97646525026767,782,набережная Гребного канала,округ Чкаловское
0101000020E61000000614FD60523D3E4049CA8BB52FF24D40,30.239538251673387,59.89208096814816,9,ЗСД,округ Морские ворота
0101000020E61000000614FD60523D3E404BF55C0A3FF94D40,30.239538251673387,59.94723634280179,443,улица Одоевского,округ Остров Декабристов
0101000020E61000000614FD60523D3E404EFE0BA600EE4D40,30.239538251673387,59.85939479432693,624,улица Маршала Казакова,округ Красненькая речка
0101000020E61000000614FD60523D3E4053FFA7E47BF34D40,30.239538251673387,59.90221842005726,1,Невельская улица,округ Морские ворота
0101000020E61000000614FD60523D3E406379569882F64D40,30.239538251673387,59.92586044523594,95,площадь Морской Славы,округ Гавань
0101000020E61000000614FD60523D3E4070B5CC78A7F64D40,30.239538251673387,59.92698583598656,45,,округ Гавань
0101000020E61000000614FD60523D3E4074DD5BB2DBED4D40,30.239538251673387,59.8582671116409,111,улица Маршала Казакова,округ Красненькая речка
0101000020E61000000614FD60523D3E4076150862DBFE4D40,30.239538251673387,59.99107003588408,27,Мебельная улица,округ № 65
0101000020E61000000614FD60523D3E407916A554F5F84D40,30.239538251673387,59.94498689709594,596,улица Беринга,Васильевский округ
0101000020E61000000614FD60523D3E407AB3D8B484F74D40,30.239538251673387,59.93373737889392,195,Шкиперский проток,округ Гавань
0101000020E61000000614FD60523D3E408991431816F74D40,30.239538251673387,59.930361779205725,2,Опочинина улица,округ Гавань
0101000020E61000000614FD60523D3E408A3E861151044E40,30.239538251673387,60.033724012898425,54,проспект Королёва,округ Коломяги
0101000020E61000000614FD60523D3E408D151BC211F54D40,30.239538251673387,59.91460443804235,11,Двинская улица,округ Морские ворота
0101000020E61000000614FD60523D3E408F79686EE1024E40,30.239538251673387,60.022504616749856,786,Комендантский проспект,округ Юнтолово
0101000020E61000000614FD60523D3E408FAA9F16E4044E40,30.239538251673387,60.03821070476726,333,Парашютная улица,округ Коломяги
0101000020E61000000614FD60523D3E4091618BDE42FB4D40,30.239538251673387,59.96297818952292,269,Малоневская набережная,Петровский округ
0101000020E61000000614FD60523D3E409EBE0E8D07044E40,30.239538251673387,60.03148043842269,1027,Комендантский проспект,округ Коломяги
0101000020E61000000614FD60523D3E40A0E9FCF72A034E40,30.239538251673387,60.02474880074738,231,Комендантский проспект,округ Юнтолово
0101000020E61000000614FD60523D3E40A3B0DDE24C014E40,30.239538251673387,60.010158880469376,2397,улица Ильюшина,округ Озеро Долгое
0101000020E61000000614FD60523D3E40B2FEA92F1AF94D40,30.239538251673387,59.94611163902791,383,Ново-Андреевский мост,Васильевский округ
0101000020E61000000614FD60523D3E40C5684CBC4F034E40,30.239538251673387,60.025870835599136,3,улица Шаврова,округ Юнтолово
0101000020E61000000614FD60523D3E40CAE971F73AF74D40,30.239538251673387,59.93148701727075,494,Гаванская улица,округ Гавань
0101000020E61000000614FD60523D3E40CC6871B467FB4D40,30.239538251673387,59.96410232102935,413,,Петровский округ
0101000020E61000000614FD60523D3E40D15705CA91ED4D40,30.239538251673387,59.85601163159266,237,проспект Стачек,округ Красненькая речка
0101000020E61000000614FD60523D3E40D800D455BF044E40,30.239538251673387,60.03708908893322,28,Глухарская улица,округ Коломяги
0101000020E61000000614FD60523D3E40DB251193A9F74D40,30.239538251673387,59.93486250245378,464,Карташихина улица,округ Гавань
0101000020E61000000614FD60523D3E40DDC94EE7B4FD4D40,30.239538251673387,59.982083238097154,26,Приморский проспект,округ № 65
0101000020E61000000614FD60523D3E40E4A1F770CEF74D40,30.239538251673387,59.935987587847,1,Гаванская улица,округ Гавань
0101000020E61000000614FD60523D3E40EC8BB6949A044E40,30.239538251673387,60.035967435010974,90,Глухарская улица,округ Коломяги
0101000020E61000000614FD60523D3E40F4174A8074034E40,30.239538251673387,60.02699283235407,30,Комендантский проспект,округ Юнтолово
0101000020E61000000614FD60523D3E40F4CFEE2F00FF4D40,30.239538251673387,59.99219321404225,207,Мебельная улица,округ № 65
0101000020E6100000062E59FF3D5F3E400086058A8CFB4D40,30.37203975608101,59.96522641439151,858,Минеральная улица,Финляндский округ
0101000020E6100000062E59FF3D5F3E4007001FDEECF44D40,30.37203975608101,59.91347862733533,190,набережная Обводного канала,
0101000020E6100000062E59FF3D5F3E4010C569574E024E40,30.37203975608101,60.01801579155483,156,проспект Науки,округ Академическое
0101000020E6100000062E59FF3D5F3E4012EF047589EA4D40,30.37203975608101,59.83231985798753,724,Витебский проспект,округ Гагаринское
0101000020E6100000062E59FF3D5F3E40135A4BF9BBEF4D40,30.37203975608101,59.87292400531091,88,Бухарестская улица,округ Волковское
0101000020E6100000062E59FF3D5F3E4015F25ED56CED4D40,30.37203975608101,59.85488383422868,1095,проспект Славы,Георгиевский округ
0101000020E6100000062E59FF3D5F3E401AD725FD56F34D40,30.37203975608101,59.90109218928974,85,Межевая дорожка,округ Волковское
0101000020E6100000062E59FF3D5F3E401DAC68F66CFE4D40,30.37203975608101,59.987700272664576,1512,Кушелевская дорога,округ Пискарёвка
0101000020E6100000062E59FF3D5F3E40236E4BFC40FA4D40,30.37203975608101,59.9551082008659,1,улица Комсомола,Финляндский округ
0101000020E6100000062E59FF3D5F3E4028BF212BB3FC4D40,30.37203975608101,59.97421778819836,3,Полюстровский проспект,Финляндский округ
0101000020E6100000062E59FF3D5F3E402A30A27964EA4D40,30.37203975608101,59.83119125766129,152,Витебский проспект,округ Гагаринское
0101000020E6100000062E59FF3D5F3E402B348A98ADF94D40,30.37203975608101,59.950610225183794,519,Воскресенская набережная,округ Смольнинское
0101000020E6100000062E59FF3D5F3E402F043834D6FB4D40,30.37203975608101,59.96747448668645,136,Минеральная улица,Финляндский округ
0101000020E6100000062E59FF3D5F3E403AAA977194EE4D40,30.37203975608101,59.86390514283672,6,Будапештская улица,округ Купчино
0101000020E6100000062E59FF3D5F3E403DA1E4C62AF04D40,30.37203975608101,59.87630544818465,20,Бухарестская улица,округ Волковское
0101000020E6100000062E59FF3D5F3E4042A0141A28014E40,30.37203975608101,60.00903631217126,36,аллея Огневского,округ Светлановское
0101000020E6100000062E59FF3D5F3E404983611E77F14D40,30.37203975608101,59.88644771348351,180,улица Салова,округ Волковское
0101000020E6100000062E59FF3D5F3E404E7CCF93B6FE4D40,30.37203975608101,59.98994681960231,353,Кушелевская дорога,округ Пискарёвка
0101000020E6100000062E59FF3D5F3E405241B344E8F24D40,30.37203975608101,59.89771326782888,8,улица Самойловой,округ Волковское
0101000020E6100000062E59FF3D5F3E40586790FFD8EC4D40,30.37203975608101,59.85037226248704,60,Альпийский переулок,Георгиевский округ
0101000020E6100000062E59FF3D5F3E406379569882F64D40,30.37203975608101,59.92586044523594,12,Тележная улица,округ Лиговка-Ямская
0101000020E6100000062E59FF3D5F3E406AFE758C4AEE4D40,30.37203975608101,59.86165004502693,536,Будапештская улица,округ Купчино
0101000020E6100000062E59FF3D5F3E406DAFAAC186F84D40,30.37203975608101,59.94161244234315,4638,Госпитальная улица,округ Смольнинское
0101000020E6100000062E59FF3D5F3E40704FED7D3FEA4D40,30.37203975608101,59.83006261908929,1,Витебский проспект,округ Гагаринское
0101000020E6100000062E59FF3D5F3E40717466E047ED4D40,30.37203975608101,59.85375599863699,298,проспект Славы,Георгиевский округ
0101000020E6100000062E59FF3D5F3E407916A554F5F84D40,30.37203975608101,59.94498689709594,130,Кирочная улица,округ Смольнинское
0101000020E6100000062E59FF3D5F3E40892F7FF5FDEC4D40,30.37203975608101,59.85150021276701,32,Альпийский переулок,Георгиевский округ
0101000020E6100000062E59FF3D5F3E408A05A0FCDCFF4D40,30.37203975608101,59.99893148244436,88,улица Хлопина,округ Академическое
0101000020E6100000062E59FF3D5F3E408F05D6231CFA4D40,30.37203975608101,59.95398376417426,2870,Арсенальная набережная,Финляндский округ
0101000020E6100000062E59FF3D5F3E408F79686EE1024E40,30.37203975608101,60.022504616749856,83,улица Веденеева,округ Академическое
0101000020E6100000062E59FF3D5F3E408FAA9F16E4044E40,30.37203975608101,60.03821070476726,554,проспект Культуры,округ № 15
0101000020E6100000062E59FF3D5F3E40ABB649C801004E40,30.37203975608101,60.00005439376158,5,улица Хлопина,округ Академическое
0101000020E6100000062E59FF3D5F3E40AE9B3931CAF54D40,30.37203975608101,59.92023291886231,8,Кременчугская улица,округ Лиговка-Ямская
0101000020E6100000062E59FF3D5F3E40B18723A9BC024E40,30.37203975608101,60.02138246760239,3,Светлановский проспект,округ Академическое
0101000020E6100000062E59FF3D5F3E40B461AD63B9EE4D40,30.37203975608101,59.86503263440992,60,Будапештская улица,округ Купчино
0101000020E6100000062E59FF3D5F3E40CB16C083AFFA4D40,30.37203975608101,59.958481282037226,1182,Кондратьевский проспект,Финляндский округ
0101000020E6100000062E59FF3D5F3E40CDB8F95003014E40,30.37203975608101,60.00791370576335,754,аллея Огневского,округ Светлановское
0101000020E6100000062E59FF3D5F3E40CDF98C87DE004E40,30.37203975608101,60.00679106124481,4721,аллея Огневского,округ Светлановское
0101000020E6100000062E59FF3D5F3E40CEB8CE2B18F84D40,30.37203975608101,59.93823764413683,13,9-я Советская улица,округ Смольнинское
